PosX	PosY	PosZ		ForceX	ForceY	ForceZ		ThetaX	ThetaY	ThetaZ		TorqueX	TorqueY	TorqueZ		EstTorqueX	EstTorqueY	EstTorqueZ		ResidTorqueX	ResidTorqueY	ResidTorqueZ
3.1	-0.2	0		0	0	320		0.94	-6.38	-0.19		-64	-992	0		-76.87	-912	0		12.87	-80	0
3.1	-0.2	0		0	0	340		0.88	-6.12	-0.19		-68	-1054	0		-70.6	-877.16	0		2.6	-176.84	0
3.1	-0.2	0		0	0	360		0.94	-6.12	-0.25		-72	-1116	0		-81.06	-878.03	0		9.06	-237.97	0
3.1	-0.2	0		0	0	380		1.12	-7.06	-0.25		-76	-1178	0		-98.22	-1009.86	0		22.22	-168.14	0
3.1	-0.2	0		0	0	400		1.06	-7	-0.25		-80	-1240	0		-90.3	-1002.3	0		10.3	-237.7	0
3.1	-0.2	0		0	0	420		1.25	-7.69	-0.25		-84	-1302	0		-109.65	-1097.74	0		25.65	-204.26	0
3.1	-0.2	0		0	0	440		1.38	-8.75	-0.38		-88	-1364	0		-121.22	-1254.14	0		33.22	-109.86	0
3.1	-0.2	0		0	0	460		1.19	-8.38	-0.31		-92	-1426	0		-97.11	-1201.77	0		5.11	-224.23	0
3.1	-0.2	0		0	0	480		1.38	-9.06	-0.38		-96	-1488	0		-118.46	-1299.62	0		22.46	-188.38	0
3.1	-0.2	0		0	0	500		1.75	-10.31	-1.19		-100	-1550	0		-184.17	-1503.72	0		84.17	-46.28	0
3.1	-0.2	0		0	0	520		1.44	-9.44	-0.38		-104	-1612	0		-123.63	-1352.66	0		19.63	-259.34	0
3.1	-0.2	0		0	0	540		1.56	-10.06	-0.25		-108	-1674	0		-131.08	-1435.71	0		23.08	-238.29	0
3.1	-0.2	0		0	0	560		1.94	-11.81	-0.31		-112	-1736	0		-168.48	-1683.59	0		56.48	-52.41	0
3.1	-0.2	0		0	0	580		1.75	-11.25	-0.38		-116	-1798	0		-150.01	-1608.76	0		34.01	-189.24	0
3.1	-0.2	0		0	0	600		1.94	-11.56	-0.38		-120	-1860	0		-172.68	-1649.61	0		52.68	-210.39	0
3.1	-0.2	0		0	0	620		0.12	-12.81	-1.56		-124	-1922	0		46.22	-1922.26	0		-170.22	0.26	0
3.1	-0.2	0		0	0	640		0.25	-13	-0.94		-128	-1984	0		50.84	-1922.29	0		-178.84	-61.71	0
3.1	-0.2	0		0	0	660		0.19	-12.88	-1.12		-132	-2046	0		52.24	-1912.89	0		-184.24	-133.11	0
3.1	-0.2	0		0	0	680		0.56	-14.75	-0.56		-136	-2108	0		35.86	-2154.79	0		-171.86	46.79	0
3.1	-0.2	0		0	0	700		0.62	-14.56	-1.06		-140	-2170	0		9.8	-2145.29	0		-149.8	-24.71	0
3.1	-0.2	0		0	0	720		0.38	-14.5	-1.88		-144	-2232	0		17.24	-2173.79	0		-161.24	-58.21	0
3.1	-0.2	0		0	0	740		0.81	-16.38	-1		-148	-2294	0		2.35	-2402.06	0		-150.35	108.06	0
3.1	-0.2	0		0	0	760		0.94	-16.75	-0.25		-152	-2356	0		12.61	-2424.55	0		-164.61	68.55	0
3.1	-0.2	0		0	0	780		0.88	-16.44	-0.94		-156	-2418	0		-3.58	-2407.19	0		-152.42	-10.81	0
2.6	0.4	0		0	0	20		-0.12	-0.62	0		8	-52	0		22.46	-94.06	0		-14.46	42.06	0
2.6	0.4	0		0	0	40		-0.06	-0.62	-0.06		16	-104	0		11.99	-94.93	0		4.01	-9.07	0
2.6	0.4	0		0	0	60		-0.12	-0.75	0		24	-156	0		23.56	-112.25	0		0.44	-43.75	0
2.6	0.4	0		0	0	80		-0.19	-1.44	-0.19		32	-208	0		32.12	-221.12	0		-0.12	13.12	0
2.6	0.4	0		0	0	100		-0.19	-1.44	-0.06		40	-260	0		36.1	-216.28	0		3.9	-43.72	0
2.6	0.4	0		0	0	120		-0.19	-1.38	-0.06		48	-312	0		35.55	-207.19	0		12.45	-104.81	0
2.6	0.4	0		0	0	140		-0.38	-2.12	-0.12		56	-364	0		65.59	-323.4	0		-9.59	-40.6	0
2.6	0.4	0		0	0	160		-0.38	-2.12	-0.12		64	-416	0		65.59	-323.4	0		-1.59	-92.6	0
2.6	0.4	0		0	0	180		-0.25	-2.12	-0.12		72	-468	0		48.64	-320.31	0		23.36	-147.69	0
2.6	0.4	0		0	0	200		-0.38	-2.88	0.06		80	-520	0		78.18	-425.32	0		1.82	-94.68	0
2.6	0.4	0		0	0	220		-0.31	-3	-0.38		88	-572	0		56.86	-458.89	0		31.14	-113.11	0
2.6	0.4	0		0	0	240		-0.31	-2.81	-0.19		96	-624	0		61.19	-424.34	0		34.81	-199.66	0
2.6	0.4	0		0	0	260		-0.44	-3.69	-0.19		104	-676	0		85.85	-554.79	0		18.15	-121.21	0
2.6	0.4	0		0	0	280		-0.38	-3.5	-0.12		112	-728	0		77.71	-523.54	0		34.29	-204.46	0
2.6	0.4	0		0	0	300		-0.5	-3.75	-0.12		120	-780	0		96.86	-563.02	0		23.14	-216.98	0
2.6	0.4	0		0	0	320		-0.38	-4.44	-0.25		128	-832	0		81.99	-664.83	0		46.01	-167.17	0
2.6	0.4	0		0	0	340		-0.5	-4.88	-0.19		136	-884	0		104.79	-729.18	0		31.21	-154.82	0
2.6	0.4	0		0	0	360		-0.56	-4.88	-0.5		144	-936	0		103.3	-742.81	0		40.7	-193.19	0
2.6	0.4	0		0	0	380		-0.5	-5.19	-0.62		152	-988	0		93.6	-791.59	0		58.4	-196.41	0
2.6	0.4	0		0	0	400		-0.69	-5.56	-0.12		160	-1040	0		138.26	-831.47	0		21.74	-208.53	0
2.6	0.4	0		0	0	420		-0.69	-5.5	-0.25		168	-1092	0		133.73	-827.2	0		34.27	-264.8	0
2.6	0.4	0		0	0	440		-0.62	-6.06	-0.31		176	-1144	0		128.22	-909.95	0		47.78	-234.05	0
2.6	0.4	0		0	0	460		-0.81	-6.56	-0.31		184	-1196	0		158.05	-987.36	0		25.95	-208.64	0
2.6	0.4	0		0	0	480		-0.88	-6.5	-0.31		192	-1248	0		165.97	-979.81	0		26.03	-268.19	0
2.6	0.4	0		0	0	500		-1.06	-7.5	-0.25		200	-1300	0		202.2	-1127.58	0		-2.2	-172.42	0
2.6	0.4	0		0	0	520		-0.88	-7.5	-0.5		208	-1352	0		168.81	-1132.61	0		39.19	-219.39	0
2.6	0.4	0		0	0	540		-0.69	-7.62	-0.38		216	-1404	0		148.48	-1141.34	0		67.52	-262.66	0
2.6	0.4	0		0	0	560		-1	-7.94	-0.62		224	-1456	0		185.63	-1204.21	0		38.37	-251.79	0
2.6	0.4	0		0	0	580		-1.06	-8.69	-0.06		232	-1508	0		218.64	-1293.17	0		13.36	-214.83	0
2.6	0.4	0		0	0	600		-1	-8.62	-0.31		240	-1560	0		201.65	-1292.2	0		38.35	-267.8	0
2.6	0.4	0		0	0	620		-1.25	-9.5	-0.44		248	-1612	0		239.27	-1430.57	0		8.73	-181.43	0
2.6	0.4	0		0	0	640		-1.12	-9.62	-0.44		256	-1664	0		223.43	-1445.67	0		32.57	-218.33	0
2.6	0.4	0		0	0	660		-1.06	-9.62	-0.12		264	-1716	0		224.92	-1432.05	0		39.08	-283.95	0
2.6	0.4	0		0	0	680		-1.25	-10.56	-0.12		272	-1768	0		258.6	-1573.13	0		13.4	-194.87	0
2.6	0.4	0		0	0	700		-1.38	-10.44	-1		280	-1820	0		246.56	-1591.87	0		33.44	-228.13	0
2.6	0.4	0		0	0	720		-1.19	-10.44	-0.44		288	-1872	0		239.07	-1565.48	0		48.93	-306.52	0
2.6	0.4	0		0	0	740		-1.38	-11.44	-0.5		296	-1924	0		271.31	-1718.08	0		24.69	-205.92	0
2.6	0.4	0		0	0	760		-1.38	-11.81	-0.5		304	-1976	0		274.62	-1772.67	0		29.38	-203.33	0
2.6	0.4	0		0	0	780		-1.38	-12.06	-1.12		312	-2028	0		256.9	-1833.23	0		55.1	-194.77	0
2.6	0.4	0		0	0	800		-1.44	-13	-1.12		320	-2080	0		273.64	-1971.23	0		46.36	-108.77	0
2.6	0.4	0		0	0	820		-1.56	-13.44	-0.81		328	-2132	0		304.4	-2025.91	0		23.6	-106.09	0
2.6	0.4	0		0	0	840		-1.25	-13.5	-0.56		336	-2184	0		270.56	-2017.62	0		65.44	-166.38	0
2.6	0.4	0		0	0	860		-1.62	-14.62	-0.56		344	-2236	0		331.31	-2190.63	0		12.69	-45.37	0
2.6	0.4	0		0	0	880		-1.38	-14.5	-0.75		352	-2288	0		290.34	-2173.51	0		61.66	-114.49	0
2.6	0.4	0		0	0	900		-1.56	-14.44	-0.69		360	-2340	0		317.2	-2166.63	0		42.8	-173.37	0
2.6	0.1	0		0	0	20		0	-0.56	0		2	-52	0		4.96	-81.87	0		-2.96	29.87	0
2.6	0.1	0		0	0	40		0.06	-0.69	0		4	-104	0		-2.41	-98.52	0		6.41	-5.48	0
2.6	0.1	0		0	0	60		0	-0.69	0		6	-156	0		6.06	-100.07	0		-0.06	-55.93	0
2.6	0.1	0		0	0	80		0.06	-1.62	-0.06		8	-208	0		3.86	-237.4	0		4.14	29.4	0
2.6	0.1	0		0	0	100		0.06	-1.5	-0.06		10	-260	0		2.76	-219.2	0		7.24	-40.8	0
2.6	0.1	0		0	0	120		0.06	-1.5	-0.06		12	-312	0		2.76	-219.2	0		9.24	-92.8	0
2.6	0.1	0		0	0	140		0.12	-2.25	-0.06		14	-364	0		0.9	-326.83	0		13.1	-37.17	0
2.6	0.1	0		0	0	160		0.19	-2.19	-0.06		16	-416	0		-8.13	-316.19	0		24.13	-99.81	0
2.6	0.1	0		0	0	180		0.06	-2.12	0		18	-468	0		10.26	-307.76	0		7.74	-160.24	0
2.6	0.1	0		0	0	200		0.25	-3.06	-0.12		20	-520	0		-10.88	-444.42	0		30.88	-75.58	0
2.6	0.1	0		0	0	220		0.19	-2.44	-0.12		22	-572	0		-7.91	-354.99	0		29.91	-217.01	0
2.6	0.1	0		0	0	240		0.19	-2.94	-0.06		24	-624	0		-1.51	-425.35	0		25.51	-198.65	0
2.6	0.1	0		0	0	260		0.19	-3.75	-0.06		26	-676	0		5.65	-543.61	0		20.35	-132.39	0
2.6	0.1	0		0	0	280		0.19	-3.88	-0.06		28	-728	0		6.75	-561.81	0		21.25	-166.19	0
2.6	0.1	0		0	0	300		0.19	-3.69	-0.12		30	-780	0		3.11	-536.93	0		26.89	-243.07	0
2.6	0.1	0		0	0	320		0.31	-4.69	-0.62		32	-832	0		-20.96	-698.74	0		52.96	-133.26	0
2.6	0.1	0		0	0	340		0.38	-5	-0.12		34	-884	0		-10.74	-723.34	0		44.74	-160.66	0
2.6	0.1	0		0	0	360		0.25	-4.88	-0.19		36	-936	0		3.11	-710.65	0		32.89	-225.35	0
2.6	0.1	0		0	0	380		0.38	-5.69	-1.19		38	-988	0		-38.54	-864.5	0		76.54	-123.5	0
2.6	0.1	0		0	0	400		0.19	-5.56	-0.25		40	-1040	0		15.65	-814.68	0		24.35	-225.32	0
2.6	0.1	0		0	0	420		0.38	-5.88	0.19		42	-1092	0		6.93	-838.62	0		35.07	-253.38	0
2.6	0.1	0		0	0	440		0.38	-6.44	-0.25		44	-1144	0		-2.05	-937.41	0		46.05	-206.59	0
2.6	0.1	0		0	0	460		0.38	-6.81	-0.31		46	-1196	0		-0.74	-994.41	0		46.74	-201.59	0
2.6	0.1	0		0	0	480		0.5	-6.69	-0.31		48	-1248	0		-18.78	-973.13	0		66.78	-274.87	0
2.6	0.1	0		0	0	500		0.5	-7.88	-0.31		50	-1300	0		-8.32	-1145.98	0		58.32	-154.02	0
2.6	0.1	0		0	0	520		0.56	-8	-0.69		52	-1352	0		-27.64	-1177.13	0		79.64	-174.87	0
2.6	0.1	0		0	0	540		0.56	-7.75	-0.38		54	-1404	0		-19.88	-1128.65	0		73.88	-275.35	0
2.6	0.1	0		0	0	560		0.5	-8.75	-0.56		56	-1456	0		-8.57	-1283	0		64.57	-173	0
2.6	0.1	0		0	0	580		0.56	-9.25	-0.69		58	-1508	0		-16.62	-1359.07	0		74.62	-148.93	0
2.6	0.1	0		0	0	600		0.44	-8.62	-0.31		60	-1560	0		6.77	-1256.69	0		53.23	-303.31	0
2.6	0.1	0		0	0	620		0.56	-10.25	-0.56		62	-1612	0		-3.82	-1499.79	0		65.82	-112.21	0
2.6	0.1	0		0	0	640		0.38	-9.44	-0.31		64	-1664	0		22.41	-1376.49	0		41.59	-287.51	0
2.6	0.1	0		0	0	660		0.56	-10	-0.44		66	-1716	0		-2.04	-1458.57	0		68.04	-257.43	0
2.6	0.1	0		0	0	680		0.75	-11.44	-0.69		68	-1768	0		-22.75	-1672.84	0		90.75	-95.16	0
2.6	0.1	0		0	0	700		0.62	-11.25	-0.38		70	-1820	0		2.5	-1636.55	0		67.5	-183.45	0
2.6	0.1	0		0	0	720		0.62	-11.06	-0.31		72	-1872	0		2.84	-1606.84	0		69.16	-265.16	0
2.6	0.1	0		0	0	740		0.88	-13.12	-1		74	-1924	0		-34.78	-1927.46	0		108.78	3.46	0
2.6	0.1	0		0	0	760		0.69	-12.31	-1.06		76	-1976	0		-18.51	-1816.25	0		94.51	-159.75	0
2.6	0.1	0		0	0	780		0.69	-12.56	-0.44		78	-2028	0		3.61	-1828.46	0		74.39	-199.54	0
2.6	0.1	0		0	0	800		0.75	-13.88	-0.19		80	-2080	0		14.67	-2008.29	0		65.33	-71.71	0
2.6	0.1	0		0	0	820		0.88	-14.25	-2.19		82	-2132	0		-62.71	-2137.13	0		144.71	5.13	0
2.6	0.1	0		0	0	840		1	-14	-0.56		84	-2184	0		-30.07	-2034.81	0		114.07	-149.19	0
2.6	0.1	0		0	0	860		1.06	-15.38	-1		86	-2236	0		-40.36	-2250.33	0		126.36	14.33	0
2.6	0.1	0		0	0	880		0.88	-15.38	-1.62		88	-2288	0		-34.86	-2279.13	0		122.86	-8.87	0
2.6	0.1	0		0	0	900		0.81	-15.31	-0.56		90	-2340	0		6.92	-2230.49	0		83.08	-109.51	0
2.6	0.1	0		0	0	920		1	-16.12	-0.69		92	-2392	0		-15.32	-2348.95	0		107.32	-43.05	0
2.6	0.1	0		0	0	940		1.06	-15.94	-0.69		94	-2444	0		-25.44	-2320.12	0		119.44	-123.88	0
2.6	0.1	0		0	0	960		1	-15.44	-0.62		96	-2496	0		-19.39	-2246.47	0		115.39	-249.53	0
2.6	-0.2	0		0	0	20		0.06	-0.56	0		-4	-52	0		-3.51	-80.33	0		-0.49	28.33	0
2.6	-0.2	0		0	0	40		0.06	-0.69	0		-8	-104	0		-2.41	-98.52	0		-5.59	-5.48	0
2.6	-0.2	0		0	0	60		0.06	-0.56	0		-12	-156	0		-3.51	-80.33	0		-8.49	-75.67	0
2.6	-0.2	0		0	0	80		0.25	-1.62	0		-16	-208	0		-19.57	-230.35	0		3.57	22.35	0
2.6	-0.2	0		0	0	100		0.25	-1.44	0		-20	-260	0		-21.22	-203.06	0		1.22	-56.94	0
2.6	-0.2	0		0	0	120		0.31	-1.38	0		-24	-312	0		-30.24	-192.42	0		6.24	-119.58	0
2.6	-0.2	0		0	0	140		0.56	-2.12	0		-28	-364	0		-57.52	-295.41	0		29.52	-68.59	0
2.6	-0.2	0		0	0	160		0.5	-2.06	-0.12		-32	-416	0		-53.58	-292.69	0		21.58	-123.31	0
2.6	-0.2	0		0	0	180		0.56	-2.06	-0.06		-36	-468	0		-60.07	-288.73	0		24.07	-179.27	0
2.6	-0.2	0		0	0	200		0.81	-3.25	-0.19		-40	-520	0		-87.47	-460.23	0		47.47	-59.77	0
2.6	-0.2	0		0	0	220		0.69	-2.88	-0.12		-44	-572	0		-71.84	-406.32	0		27.84	-165.68	0
2.6	-0.2	0		0	0	240		0.81	-3.31	-1.31		-48	-624	0		-122.78	-512.83	0		74.78	-111.17	0
2.6	-0.2	0		0	0	260		0.81	-3.56	-0.19		-52	-676	0		-84.72	-505.72	0		32.72	-170.28	0
2.6	-0.2	0		0	0	280		0.94	-4.06	-0.06		-56	-728	0		-93.27	-570.57	0		37.27	-157.43	0
2.6	-0.2	0		0	0	300		0.88	-3.88	-0.06		-60	-780	0		-86.45	-544.83	0		26.45	-235.17	0
2.6	-0.2	0		0	0	320		1	-4.94	-0.12		-64	-832	0		-96.02	-698.81	0		32.02	-133.19	0
2.6	-0.2	0		0	0	340		1.19	-4.81	-0.19		-68	-884	0		-124.54	-678.4	0		56.54	-205.6	0
2.6	-0.2	0		0	0	360		1.31	-4.94	-0.19		-72	-936	0		-140.38	-693.5	0		68.38	-242.5	0
2.6	-0.2	0		0	0	380		1.5	-6.12	-0.25		-76	-988	0		-157.32	-864.13	0		81.32	-123.87	0
2.6	-0.2	0		0	0	400		1.25	-5.56	-0.25		-80	-1040	0		-128.39	-788.44	0		48.39	-251.56	0
2.6	-0.2	0		0	0	420		1.31	-5.12	-0.25		-84	-1092	0		-140.72	-723.21	0		56.72	-368.79	0
2.6	-0.2	0		0	0	440		1.69	-7.19	-0.19		-88	-1144	0		-171.38	-1011.74	0		83.38	-132.26	0
2.6	-0.2	0		0	0	460		1.56	-7.06	-0.19		-92	-1196	0		-155.54	-996.63	0		63.54	-199.37	0
2.6	-0.2	0		0	0	480		1.56	-6.88	-0.19		-96	-1248	0		-157.19	-969.34	0		61.19	-278.66	0
2.6	-0.2	0		0	0	500		1.75	-7.81	-0.31		-100	-1300	0		-178.33	-1106	0		78.33	-194	0
2.6	-0.2	0		0	0	520		1.88	-8.06	-0.31		-104	-1352	0		-193.07	-1139.3	0		89.07	-212.7	0
2.6	-0.2	0		0	0	540		2.06	-8.75	-0.38		-108	-1404	0		-214.42	-1237.15	0		106.42	-166.85	0
2.6	-0.2	0		0	0	560		0.06	-8.69	-0.44		-112	-1456	0		54.18	-1279.88	0		-166.18	-176.12	0
2.6	-0.2	0		0	0	580		0.12	-9	-0.25		-116	-1508	0		54.43	-1316.57	0		-170.43	-191.43	0
2.6	-0.2	0		0	0	600		0.12	-9.25	-0.31		-120	-1560	0		54.65	-1355.38	0		-174.65	-204.62	0
2.6	-0.2	0		0	0	620		0.25	-9.75	-1.62		-124	-1612	0		0.28	-1475.82	0		-124.28	-136.18	0
2.6	-0.2	0		0	0	640		0.5	-10.31	-0.69		-128	-1664	0		1.22	-1515.27	0		-129.22	-148.73	0
2.6	-0.2	0		0	0	660		0.5	-10.62	-0.38		-132	-1716	0		13.94	-1548.67	0		-145.94	-167.33	0
2.6	-0.2	0		0	0	680		0.94	-11.94	-1.19		-136	-1768	0		-59.7	-1760.32	0		-76.3	-7.68	0
2.6	-0.2	0		0	0	700		0.44	-10.88	-0.69		-140	-1820	0		14.66	-1598.69	0		-154.66	-221.31	0
2.6	-0.2	0		0	0	720		0.69	-11.81	-1.19		-144	-1872	0		-26.91	-1748.3	0		-117.09	-123.7	0
2.6	-0.2	0		0	0	740		1.19	-13.12	-1.81		-148	-1924	0		-103.04	-1951.16	0		-44.96	27.16	0
2.6	-0.2	0		0	0	760		1.06	-13.06	-0.5		-152	-1976	0		-44.81	-1894.4	0		-107.19	-81.6	0
2.6	-0.2	0		0	0	780		1.06	-13.19	-0.56		-156	-2028	0		-45.7	-1915.01	0		-110.3	-112.99	0
2.6	-0.2	0		0	0	800		1.12	-13.25	-0.5		-160	-2080	0		-51.63	-1920.14	0		-108.37	-159.86	0
2.6	-0.2	0		0	0	820		1.38	-14.44	-2.31		-164	-2132	0		-132.82	-2156.91	0		-31.18	24.91	0
2.6	-0.2	0		0	0	840		1.38	-14.44	-1		-168	-2184	0		-90.99	-2106.15	0		-77.01	-77.85	0
2.6	-0.2	0		0	0	860		1.56	-15.38	-0.62		-172	-2236	0		-96.19	-2223.47	0		-75.81	-12.53	0
2.6	-0.2	0		0	0	880		1.5	-15	-0.75		-176	-2288	0		-95.01	-2175.27	0		-80.99	-112.73	0
2.6	-0.2	0		0	0	900		1.62	-15.56	-0.56		-180	-2340	0		-101.02	-2246.8	0		-78.98	-93.2	0
